sale_id,date,store_id,product_id,quantity,unit_price,total_amount,payment_type
1315,2025-06-25,4,3,2,1041.51,2083.02,Card
1316,2025-02-15,3,10,1,786.88,786.88,Card
1317,2025-07-08,1,6,4,1958.74,7834.96,NFC
1318,2025-11-09,2,2,2,1100.62,2201.24,Cash
1319,2025-05-09,1,4,2,248.61,497.22,NFC
1320,2025-02-12,5,7,5,1661.92,8309.6,NFC
1321,2025-09-02,3,7,3,2041.48,6124.44,Card
1322,2025-11-21,5,4,2,282.46,564.92,Cash
1323,2025-01-12,4,9,2,204.4,408.8,Card
1324,2025-09-12,4,5,1,1071.19,1071.19,Cash
1325,2025-09-03,3,4,3,261.73,785.19,Card
1326,2025-03-31,1,10,3,804.85,2414.55,NFC
1327,2025-02-06,2,9,2,253.29,506.58,Cash
1328,2025-02-06,1,1,1,1477.39,1477.39,Card
1329,2025-09-26,4,8,2,306.44,612.88,NFC
1330,2025-03-11,1,8,1,274.48,274.48,Cash
1331,2025-07-09,1,7,1,1976.66,1976.66,Card
1332,2025-07-23,3,9,3,225.04,675.12,NFC
1333,2025-01-08,4,5,2,1362.96,2725.92,Cash
1334,2025-10-05,1,9,4,194.71,778.84,Cash
1335,2025-04-12,5,3,4,1009.92,4039.68,Cash
1336,2025-03-27,3,2,4,884.81,3539.24,NFC
1337,2025-01-23,1,7,4,1966.98,7867.92,NFC
1338,2025-01-05,4,5,4,1278.05,5112.2,Card
1339,2025-06-06,4,5,5,1335.47,6677.35,Cash
1340,2025-03-10,3,2,1,949.12,949.12,NFC
1341,2025-10-07,3,1,3,1742.59,5227.77,NFC
1342,2025-04-03,2,5,5,1215.54,6077.7,Card
1343,2025-02-15,4,3,5,818.4,4092.0,Card
1344,2025-07-01,4,8,3,326.1,978.3,Card
1345,2025-01-06,3,1,5,1747.41,8737.05,Card
1346,2025-09-27,1,4,1,256.61,256.61,NFC
1347,2025-12-15,2,7,5,2121.99,10609.95,Card
1348,2025-03-30,1,9,3,210.19,630.57,NFC
1349,2025-10-13,3,1,1,1723.33,1723.33,NFC
1350,2025-09-19,2,7,3,1968.54,5905.62,Card
1351,2025-08-07,3,9,5,199.9,999.5,NFC
1352,2025-05-21,3,3,2,824.62,1649.24,Cash
1353,2025-10-15,1,2,2,963.57,1927.14,NFC
1354,2025-02-07,1,4,2,226.82,453.64,Card
1355,2025-08-29,2,2,5,1135.29,5676.45,NFC
1356,2025-04-22,4,8,2,285.44,570.88,Cash
1357,2025-06-25,4,1,1,1801.6,1801.6,NFC
1358,2025-10-16,2,8,3,313.43,940.29,NFC
1359,2025-12-07,4,5,1,1290.38,1290.38,Card
1360,2025-11-13,5,9,2,193.26,386.52,NFC
1361,2025-05-15,5,5,3,1344.56,4033.68,NFC
1362,2025-09-06,5,7,3,2125.08,6375.24,Cash
1363,2025-09-10,2,10,3,784.89,2354.67,Card
1364,2025-04-11,3,3,5,956.1,4780.5,NFC
1365,2025-06-20,5,9,5,246.96,1234.8,Card
1366,2025-03-15,2,10,5,781.02,3905.1,Card
1367,2025-11-30,4,8,2,277.45,554.9,NFC
1368,2025-01-17,2,9,5,198.78,993.9,NFC
1369,2025-09-15,3,3,5,901.09,4505.45,Card
1370,2025-01-04,3,8,4,292.68,1170.72,Cash
1371,2025-01-04,4,6,5,2306.21,11531.05,Card
1372,2025-03-26,2,10,2,624.67,1249.34,Cash
1373,2025-12-21,2,1,3,1651.65,4954.95,Cash
1374,2025-09-18,1,9,3,228.5,685.5,NFC
1375,2025-03-27,4,3,3,820.77,2462.31,Card
1376,2025-10-28,1,5,2,1370.52,2741.04,Card
1377,2025-03-29,2,9,3,250.82,752.46,Cash
1378,2025-11-09,1,1,2,1654.97,3309.94,Card
1379,2025-06-30,5,6,2,2041.13,4082.26,NFC
1380,2025-11-21,2,5,2,1269.84,2539.68,Cash
1381,2025-07-04,5,9,5,223.49,1117.45,Cash
1382,2025-11-30,3,1,5,1588.34,7941.7,NFC
1383,2025-08-12,2,6,1,1760.53,1760.53,Cash
1384,2026-01-01,3,4,5,265.06,1325.3,Card
1385,2025-07-07,1,4,2,229.58,459.16,NFC
1386,2025-10-15,3,6,3,2177.27,6531.81,NFC
1387,2025-07-16,1,8,4,293.8,1175.2,Card
1388,2025-04-29,3,3,5,975.29,4876.45,NFC
1389,2025-07-28,4,7,2,1889.26,3778.52,Card
1390,2025-08-19,2,7,5,1901.14,9505.7,NFC
1391,2025-05-25,3,3,5,998.87,4994.35,Cash
1392,2025-08-11,1,10,1,738.46,738.46,Card
1393,2025-03-01,3,4,5,274.72,1373.6,Card
1394,2025-03-14,1,6,4,1912.3,7649.2,Card
1395,2025-07-30,5,6,4,2004.25,8017.0,Card
1396,2025-09-22,4,9,2,232.5,465.0,Cash
1397,2025-02-28,2,5,3,1308.67,3926.01,Card
1398,2025-12-27,2,2,5,939.03,4695.15,NFC
1399,2025-10-30,4,6,5,1886.91,9434.55,Cash
1400,2025-03-26,4,10,4,627.18,2508.72,NFC
1401,2025-07-06,1,9,5,216.25,1081.25,NFC
1402,2026-01-01,2,8,5,343.58,1717.9,NFC
1403,2025-02-16,1,3,2,1040.94,2081.88,Card
1404,2025-12-18,4,1,5,1462.1,7310.5,NFC
1405,2025-01-22,5,8,3,354.86,1064.58,Card
1406,2025-11-11,3,7,4,2145.91,8583.64,Cash
1407,2025-08-03,3,8,2,278.27,556.54,Cash
1408,2025-08-05,2,7,4,1728.91,6915.64,Card
1409,2025-01-02,2,8,2,292.19,584.38,Cash
1410,2025-07-28,2,4,2,240.88,481.76,Cash
1411,2025-01-17,3,1,5,1800.67,9003.35,Card
1412,2025-04-22,4,8,3,292.88,878.64,Cash
1413,2025-02-08,2,7,5,1700.83,8504.15,Card
1414,2025-09-26,4,6,4,2067.95,8271.8,NFC
1415,2025-06-05,4,5,5,1348.04,6740.2,Cash
1416,2025-08-17,1,4,5,250.0,1250.0,NFC
1417,2025-08-13,5,4,3,242.44,727.32,Cash
1418,2025-06-24,4,2,3,996.47,2989.41,NFC
1419,2025-11-02,5,1,3,1501.91,4505.73,NFC
1420,2025-12-11,2,7,3,1959.71,5879.13,Cash
1421,2025-11-13,5,1,4,1403.23,5612.92,Card
1422,2025-11-30,5,4,1,229.14,229.14,NFC
1423,2025-07-23,5,7,1,1919.33,1919.33,NFC
1424,2025-10-07,5,4,3,266.54,799.62,NFC
1425,2025-11-02,3,8,1,325.08,325.08,Cash
1426,2025-02-10,2,5,1,1087.65,1087.65,NFC
1427,2025-12-06,3,5,4,1303.58,5214.32,NFC
1428,2025-12-17,1,5,2,1101.46,2202.92,NFC
1429,2025-01-12,3,7,5,1835.55,9177.75,Cash
1430,2025-11-26,2,1,2,1454.38,2908.76,Cash
1431,2025-12-23,3,5,3,1280.57,3841.71,Cash
1432,2025-11-23,5,2,5,940.05,4700.25,NFC
1433,2025-07-08,1,7,2,1709.64,3419.28,Card
1434,2025-11-04,5,10,2,821.26,1642.52,Card
1435,2025-06-06,3,3,1,1009.13,1009.13,NFC
1436,2025-11-23,2,5,2,1128.99,2257.98,Card
1437,2025-03-26,4,2,5,984.17,4920.85,NFC
1438,2025-11-24,5,3,1,976.33,976.33,Card
1439,2025-11-07,5,8,4,338.95,1355.8,Card
1440,2025-12-03,3,3,3,806.76,2420.28,Card
1441,2025-08-20,4,8,3,282.33,846.99,Cash
1442,2025-08-11,5,4,5,212.78,1063.9,Card
1443,2025-11-12,5,4,2,256.23,512.46,NFC
1444,2025-04-01,3,7,5,1689.17,8445.85,Card
1445,2025-07-19,4,2,3,1101.51,3304.53,NFC
1446,2025-11-23,2,4,3,245.9,737.7,Card
1447,2025-10-07,3,8,5,362.23,1811.15,Card
1448,2025-08-13,4,5,2,1046.13,2092.26,Cash
1449,2025-05-05,4,10,2,699.43,1398.86,NFC
1450,2025-01-09,4,9,5,238.67,1193.35,NFC
1451,2025-04-02,2,2,2,1075.88,2151.76,NFC
1452,2025-02-04,5,2,3,989.03,2967.09,Cash
1453,2025-08-08,1,7,5,1699.57,8497.85,NFC
1454,2025-06-19,5,5,1,1331.93,1331.93,Cash
1455,2025-12-09,1,4,5,258.87,1294.35,Card
1456,2025-02-10,5,7,2,1794.22,3588.44,Card
1457,2025-07-31,4,7,2,1810.72,3621.44,Card
1458,2025-11-18,2,9,3,224.47,673.41,Card
1459,2025-05-21,5,1,2,1532.36,3064.72,Card
1460,2025-06-16,5,7,2,2167.3,4334.6,Card
1461,2025-04-20,2,2,2,989.76,1979.52,Card
1462,2025-01-03,1,7,2,1940.06,3880.12,NFC
1463,2025-07-30,5,8,4,336.98,1347.92,NFC
1464,2025-02-19,1,2,1,953.35,953.35,NFC
1465,2025-04-02,5,3,5,940.04,4700.2,NFC
1466,2025-03-11,5,6,2,2309.37,4618.74,Card
1467,2025-10-06,3,10,3,659.9,1979.7,NFC
1468,2025-02-03,4,5,4,1129.46,4517.84,NFC
1469,2025-06-04,4,10,4,668.19,2672.76,Cash
1470,2025-02-15,3,6,1,1976.34,1976.34,Card
1471,2025-05-25,3,1,4,1774.09,7096.36,NFC
1472,2025-08-08,2,10,3,754.87,2264.61,Cash
1473,2025-07-13,3,10,5,763.13,3815.65,NFC
1474,2025-11-22,4,9,5,226.42,1132.1,Card
1475,2025-07-29,4,4,1,249.89,249.89,Cash
1476,2025-01-17,2,10,1,678.36,678.36,Card
1477,2025-01-29,4,9,4,195.83,783.32,NFC
1478,2025-03-10,4,5,2,1191.6,2383.2,Card
1479,2025-04-25,3,9,4,245.59,982.36,NFC
1480,2025-06-17,1,2,3,899.25,2697.75,NFC
1481,2025-11-05,1,2,2,1065.61,2131.22,Cash
1482,2025-09-20,1,4,1,269.12,269.12,Cash
1483,2025-02-15,1,10,3,781.89,2345.67,Card
1484,2025-09-17,4,6,4,2003.86,8015.44,Card
1485,2025-09-17,1,3,4,798.44,3193.76,Card
1486,2025-11-11,3,5,3,1166.79,3500.37,Card
1487,2025-08-23,2,10,2,754.88,1509.76,Cash
1488,2025-01-07,1,8,3,310.05,930.15,Card
1489,2025-07-28,1,2,4,1024.22,4096.88,Cash
1490,2025-11-04,4,10,1,693.94,693.94,Card
1491,2025-06-18,2,3,2,929.97,1859.94,Card
1492,2025-11-03,1,10,5,663.19,3315.95,NFC
1493,2025-03-06,3,1,5,1739.89,8699.45,Card
1494,2025-01-13,4,5,3,1209.84,3629.52,Cash
1495,2025-04-04,4,7,5,1805.88,9029.4,Cash
1496,2025-07-18,5,8,2,275.5,551.0,Cash
1497,2025-01-21,2,4,2,234.48,468.96,Cash
1498,2025-02-19,2,4,4,268.34,1073.36,Cash
1499,2025-12-31,2,10,5,638.84,3194.2,Card
1500,2025-03-08,1,2,3,1133.8,3401.4,NFC
1501,2025-10-26,3,3,1,1028.57,1028.57,Card
1502,2025-01-12,2,5,4,1240.37,4961.48,Card
1503,2025-03-14,1,1,3,1434.92,4304.76,Card
1504,2025-04-29,5,9,4,247.17,988.68,NFC
1505,2025-01-23,5,6,5,2334.18,11670.9,Card
1506,2025-04-23,2,3,5,882.33,4411.65,Cash
1507,2025-11-05,5,8,2,359.15,718.3,NFC
1508,2025-12-12,2,1,5,1421.06,7105.3,NFC
1509,2025-02-03,5,4,4,268.31,1073.24,NFC
1510,2025-05-31,1,7,2,1728.44,3456.88,NFC
1511,2025-05-24,4,5,5,1115.14,5575.7,NFC
1512,2025-04-05,1,9,1,246.29,246.29,NFC
1513,2025-01-27,5,3,4,787.51,3150.04,Cash
1514,2025-11-29,1,1,5,1808.02,9040.1,NFC
1515,2025-09-10,4,5,1,1152.3,1152.3,Card
1516,2025-10-14,4,8,3,312.73,938.19,NFC
1517,2025-06-13,5,6,4,1786.49,7145.96,NFC
1518,2025-03-29,2,1,1,1777.34,1777.34,Card
1519,2025-11-12,5,5,2,1288.83,2577.66,NFC
1520,2025-11-29,3,8,2,330.55,661.1,Cash
1521,2025-03-13,5,9,2,207.81,415.62,Cash
1522,2025-02-23,1,2,2,899.41,1798.82,Card
1523,2025-02-08,5,10,1,789.78,789.78,Cash
1524,2025-06-15,3,5,3,1235.7,3707.1,Cash
1525,2025-02-06,2,1,4,1449.0,5796.0,Cash
1526,2025-11-15,1,6,1,2027.7,2027.7,Card
1527,2025-10-11,4,7,4,2113.66,8454.64,NFC
1528,2025-05-08,1,1,2,1724.57,3449.14,Card
1529,2025-06-08,2,7,3,2076.92,6230.76,NFC
1530,2025-11-18,2,4,3,268.34,805.02,Cash
1531,2025-11-27,4,10,4,720.9,2883.6,Card
1532,2025-12-28,5,3,3,988.6,2965.8,Cash
1533,2025-07-14,5,9,5,221.42,1107.1,Cash
1534,2025-08-30,1,3,1,990.46,990.46,Cash
1535,2025-07-12,4,3,5,840.37,4201.85,Cash
1536,2025-03-14,1,8,3,297.0,891.0,Card
1537,2025-11-11,3,10,5,674.08,3370.4,Cash
1538,2025-04-29,5,9,3,214.38,643.14,Cash
1539,2025-04-08,1,7,5,1896.89,9484.45,Card
1540,2025-02-02,3,10,4,636.82,2547.28,Card
1541,2025-12-09,3,8,2,281.44,562.88,NFC
1542,2025-11-20,5,4,1,260.52,260.52,NFC
1543,2025-01-22,4,8,5,361.51,1807.55,NFC
1544,2026-01-01,3,4,2,239.73,479.46,Card
1545,2025-03-17,1,4,2,275.45,550.9,Card
1546,2025-10-30,5,6,1,2023.73,2023.73,NFC
1547,2025-11-17,1,10,5,820.11,4100.55,Cash
1548,2025-06-22,5,10,2,685.44,1370.88,NFC
1549,2025-06-09,1,8,3,285.74,857.22,Card
1550,2025-12-14,5,7,2,2109.8,4219.6,Cash
1551,2025-11-04,5,9,4,216.2,864.8,NFC
1552,2025-05-28,2,1,3,1431.11,4293.33,NFC
1553,2025-05-27,5,1,1,1439.41,1439.41,Cash
1554,2025-08-19,2,9,4,217.39,869.56,Card
1555,2025-04-27,2,8,1,274.3,274.3,Card
1556,2025-03-14,3,4,5,265.74,1328.7,Card
1557,2025-01-24,1,10,3,685.92,2057.76,Card
1558,2025-09-01,3,4,1,258.71,258.71,Cash
1559,2025-07-30,1,10,2,687.84,1375.68,NFC
1560,2025-07-03,1,6,3,2301.88,6905.64,Card
1561,2025-02-23,4,10,4,798.3,3193.2,Cash
1562,2025-07-15,5,7,4,2128.07,8512.28,Cash
1563,2025-01-26,1,6,1,1769.37,1769.37,NFC
1564,2025-12-27,5,7,4,1786.53,7146.12,Cash
1565,2025-10-21,2,7,1,2063.97,2063.97,NFC
1566,2025-07-09,3,10,5,640.99,3204.95,Card
1567,2025-03-26,2,5,1,1052.54,1052.54,Card
1568,2025-09-29,5,10,5,629.23,3146.15,Card
1569,2025-09-02,3,7,2,1756.61,3513.22,NFC
1570,2025-09-20,2,9,1,197.09,197.09,Cash
1571,2025-01-17,5,6,2,1971.53,3943.06,Cash
1572,2025-06-15,3,8,4,291.56,1166.24,Card
1573,2025-03-11,1,8,1,364.34,364.34,NFC
1574,2025-06-03,3,1,5,1426.11,7130.55,Cash
1575,2025-12-31,3,8,2,302.19,604.38,Cash
1576,2025-03-15,2,3,5,937.99,4689.95,Cash
1577,2025-07-02,2,6,1,2142.35,2142.35,Cash
1578,2025-08-21,2,3,3,974.76,2924.28,Cash
1579,2025-11-22,4,9,2,204.1,408.2,Cash
1580,2025-10-24,2,5,2,1336.94,2673.88,Card
1581,2025-04-21,1,8,3,287.82,863.46,Card
1582,2025-10-23,5,10,5,819.57,4097.85,NFC
1583,2025-07-04,1,4,4,238.74,954.96,Card
1584,2025-01-12,4,3,3,857.64,2572.92,Cash
1585,2025-12-09,5,10,5,714.51,3572.55,Cash
1586,2025-03-08,1,10,5,771.89,3859.45,NFC
1587,2025-05-13,5,3,3,867.01,2601.03,Card
1588,2025-11-25,3,7,5,2026.75,10133.75,Card
1589,2025-01-31,3,3,3,928.4,2785.2,Cash
1590,2025-11-18,4,2,3,995.71,2987.13,NFC
1591,2025-10-10,5,1,1,1807.49,1807.49,NFC
1592,2025-05-01,5,5,3,1177.24,3531.72,Cash
1593,2025-05-28,5,9,5,236.51,1182.55,Cash
1594,2025-08-13,5,3,3,806.61,2419.83,NFC
1595,2025-10-18,2,7,2,2074.7,4149.4,Cash
1596,2025-08-23,2,2,4,930.86,3723.44,Card
1597,2025-12-29,5,6,2,2271.56,4543.12,Card
1598,2025-03-23,4,5,1,1115.11,1115.11,NFC
1599,2025-03-16,5,7,2,1842.44,3684.88,Cash
1600,2025-07-06,5,7,3,2105.55,6316.65,Card
1601,2025-05-26,2,3,2,821.29,1642.58,Card
1602,2025-03-15,3,9,4,211.49,845.96,Card
1603,2025-09-22,5,6,2,1881.39,3762.78,NFC
1604,2025-11-12,5,8,4,295.29,1181.16,Cash
1605,2025-03-21,4,3,3,1008.94,3026.82,NFC
1606,2025-10-14,4,9,1,238.5,238.5,Cash
1607,2025-02-15,2,6,2,2095.62,4191.24,NFC
1608,2025-07-20,2,8,4,355.26,1421.04,Card
1609,2025-10-06,1,2,1,898.08,898.08,Cash
1610,2025-01-05,2,4,3,222.85,668.55,Cash
1611,2025-06-09,5,3,4,1029.5,4118.0,Cash
1612,2025-04-16,2,6,4,2278.43,9113.72,NFC
1613,2025-05-14,5,3,5,1020.91,5104.55,Card
1614,2025-02-16,5,5,2,1361.91,2723.82,Card
1615,2025-09-09,3,3,3,987.53,2962.59,Card
1616,2025-02-12,3,6,3,2040.9,6122.7,Card
1617,2025-06-04,3,5,3,1120.3,3360.9,Cash
1618,2025-02-10,3,8,3,289.6,868.8,NFC
1619,2025-10-03,2,6,4,2190.5,8762.0,Cash
1620,2025-09-15,4,10,5,798.92,3994.6,Cash
1621,2025-08-15,1,5,3,1127.83,3383.49,Cash
1622,2025-12-05,3,7,3,2119.08,6357.24,NFC
1623,2025-01-27,2,10,3,795.49,2386.47,Cash
1624,2025-03-06,3,7,2,1748.2,3496.4,Cash
1625,2025-01-29,3,2,5,1104.59,5522.95,NFC
1626,2025-05-14,4,7,5,1797.23,8986.15,Cash
1627,2025-06-12,1,5,5,1362.53,6812.65,NFC
1628,2025-05-21,2,7,4,1880.33,7521.32,Card
1629,2025-04-11,4,10,1,781.01,781.01,NFC
1630,2025-01-06,5,1,4,1536.75,6147.0,NFC
1631,2025-11-30,3,10,3,620.59,1861.77,Card
1632,2025-10-23,1,6,4,2279.56,9118.24,NFC
1633,2025-03-26,2,3,3,907.25,2721.75,Cash
1634,2025-10-31,4,1,5,1605.17,8025.85,Card
1635,2025-01-14,5,4,5,281.44,1407.2,Cash
1636,2025-08-19,3,8,5,348.37,1741.85,Cash
1637,2025-01-27,1,8,5,346.57,1732.85,Card
1638,2025-03-22,2,8,3,336.35,1009.05,Card
1639,2025-06-07,3,7,5,2011.57,10057.85,Cash
1640,2025-07-10,4,9,3,211.04,633.12,Card
1641,2025-12-16,5,3,5,823.44,4117.2,NFC
1642,2025-04-25,1,1,2,1479.16,2958.32,Cash
1643,2025-12-11,4,1,4,1765.55,7062.2,NFC
1644,2025-04-16,4,8,1,362.93,362.93,Cash
1645,2025-11-22,3,3,3,1032.16,3096.48,NFC
1646,2025-07-11,1,1,2,1504.5,3009.0,Cash
1647,2025-12-30,4,5,1,1371.25,1371.25,Card
1648,2025-01-13,4,6,4,1951.52,7806.08,Cash
1649,2025-01-11,2,7,2,1961.89,3923.78,NFC
1650,2025-06-13,3,2,4,1138.93,4555.72,NFC
1651,2025-04-26,4,1,1,1636.86,1636.86,Cash
1652,2025-05-08,5,9,4,244.89,979.56,Cash
1653,2025-10-26,4,10,1,691.97,691.97,Cash
1654,2025-11-10,1,8,4,274.98,1099.92,Card
1655,2025-07-01,4,9,5,250.16,1250.8,Card
1656,2025-03-14,3,2,2,1038.56,2077.12,NFC
1657,2025-02-04,2,1,4,1668.9,6675.6,Cash
1658,2025-05-07,5,10,3,785.63,2356.89,NFC
1659,2025-12-20,3,2,2,1099.73,2199.46,Card
1660,2025-07-01,5,1,1,1466.5,1466.5,Card
1661,2025-10-01,3,5,1,1151.46,1151.46,Card
1662,2025-05-25,2,9,5,236.33,1181.65,Card
1663,2025-02-04,3,8,1,328.83,328.83,NFC
1664,2025-10-01,4,5,3,1207.8,3623.4,NFC
1665,2025-08-11,4,2,2,962.89,1925.78,Cash
1666,2025-01-21,1,2,1,1039.48,1039.48,NFC
1667,2025-02-13,3,1,1,1589.58,1589.58,Cash
1668,2025-01-29,4,1,4,1411.61,5646.44,Cash
1669,2025-04-19,1,4,4,230.0,920.0,Cash
1670,2025-10-05,4,8,5,329.91,1649.55,Cash
1671,2025-09-28,5,8,1,323.96,323.96,Cash
1672,2025-11-12,4,7,1,1882.37,1882.37,Cash
1673,2025-12-24,3,5,1,1175.92,1175.92,Card
1674,2025-10-16,2,4,3,214.57,643.71,NFC
1675,2025-04-22,5,3,3,813.29,2439.87,NFC
1676,2025-06-01,2,6,2,1766.84,3533.68,Cash
1677,2025-09-24,5,6,2,1942.33,3884.66,Cash
1678,2025-12-11,3,9,1,195.95,195.95,NFC
1679,2025-07-26,2,10,3,717.28,2151.84,NFC
1680,2025-04-23,5,7,2,1953.71,3907.42,Card
1681,2025-02-08,2,9,5,216.32,1081.6,Card
1682,2025-02-10,4,5,3,1350.32,4050.96,Cash
1683,2025-11-12,5,8,5,361.54,1807.7,Card
1684,2025-09-13,1,2,5,1023.14,5115.7,NFC
1685,2025-11-18,5,9,5,212.05,1060.25,Card
1686,2025-06-25,4,2,5,963.97,4819.85,NFC
1687,2025-11-21,3,10,4,813.71,3254.84,NFC
1688,2025-03-11,3,6,2,1875.7,3751.4,NFC
1689,2025-07-15,2,9,2,197.45,394.9,Cash
1690,2025-07-20,1,3,3,957.82,2873.46,Card
1691,2025-03-27,3,10,3,814.82,2444.46,Card
1692,2025-07-07,1,8,2,287.31,574.62,Cash
1693,2025-09-30,2,3,3,824.04,2472.12,Card
1694,2025-03-08,5,4,1,223.51,223.51,NFC
1695,2025-11-16,2,2,1,894.11,894.11,Card
1696,2025-03-20,5,1,1,1702.44,1702.44,Card
1697,2025-01-26,1,3,5,1023.92,5119.6,NFC
1698,2025-09-03,4,5,5,1137.79,5688.95,Cash
1699,2025-10-28,3,4,2,257.33,514.66,Card
1700,2025-08-11,4,5,5,1158.09,5790.45,NFC
1701,2025-10-16,1,7,4,1742.24,6968.96,NFC
1702,2025-04-24,1,9,5,232.72,1163.6,NFC
1703,2025-05-24,1,5,3,1129.36,3388.08,NFC
1704,2025-02-16,2,5,4,1212.66,4850.64,Card
1705,2025-12-07,2,3,3,1003.1,3009.3,NFC
1706,2025-11-02,1,6,2,2284.44,4568.88,Cash
1707,2025-02-07,5,3,1,941.13,941.13,Cash
1708,2025-01-26,5,8,5,308.47,1542.35,NFC
1709,2025-09-15,1,3,1,925.07,925.07,Card
1710,2025-09-29,5,1,5,1671.78,8358.9,Cash
1711,2025-05-29,4,2,3,910.26,2730.78,NFC
1712,2025-10-01,4,3,5,807.19,4035.95,Cash
1713,2025-06-01,4,6,2,1847.92,3695.84,Card
1714,2025-10-09,2,10,5,740.8,3704.0,Card
1715,2025-04-11,4,10,3,756.87,2270.61,Cash
1716,2025-07-30,3,6,1,2001.09,2001.09,Card
1717,2025-12-27,2,5,1,1240.1,1240.1,Card
1718,2025-07-15,5,8,2,349.19,698.38,NFC
1719,2025-03-02,2,2,2,988.78,1977.56,NFC
1720,2025-10-02,2,7,3,1735.44,5206.32,Cash
1721,2025-04-10,4,9,3,199.11,597.33,Cash
1722,2025-11-30,3,1,4,1692.19,6768.76,Card
1723,2025-10-20,1,7,2,1918.94,3837.88,Card
1724,2025-08-22,4,7,5,2064.12,10320.6,Cash
1725,2025-06-28,2,8,2,323.5,647.0,Card
1726,2025-04-09,3,3,4,931.7,3726.8,Card
1727,2025-07-02,5,3,2,786.01,1572.02,Card
1728,2025-05-08,1,3,5,857.41,4287.05,Cash
1729,2025-01-31,1,2,1,1043.93,1043.93,Card
1730,2025-01-29,2,6,2,2279.75,4559.5,Card
1731,2025-05-05,4,4,1,225.35,225.35,NFC
1732,2025-04-12,2,1,1,1660.61,1660.61,Cash
1733,2025-02-18,1,2,1,1115.74,1115.74,Card
1734,2025-07-04,5,10,1,695.47,695.47,NFC
1735,2025-12-19,5,5,2,1320.41,2640.82,NFC
1736,2025-12-25,4,9,5,200.14,1000.7,NFC
1737,2025-03-27,3,1,2,1501.6,3003.2,Cash
1738,2025-10-21,4,4,1,249.62,249.62,NFC
1739,2025-04-12,5,5,5,1243.49,6217.45,Cash
1740,2025-05-26,1,6,2,1845.09,3690.18,Card
1741,2025-03-24,5,3,2,970.67,1941.34,Cash
1742,2025-04-30,3,8,3,327.97,983.91,Cash
1743,2025-11-25,5,9,4,246.88,987.52,Cash
1744,2025-05-03,3,3,4,848.32,3393.28,Cash
1745,2025-11-25,3,6,4,1772.32,7089.28,NFC
1746,2025-11-09,1,5,5,1225.53,6127.65,NFC
1747,2025-06-15,5,10,5,667.94,3339.7,NFC
1748,2025-05-16,2,6,1,2102.18,2102.18,NFC
1749,2025-08-06,5,2,1,1094.37,1094.37,NFC
1750,2025-02-06,3,4,1,229.5,229.5,Cash
1751,2025-05-19,3,1,3,1691.05,5073.15,NFC
1752,2025-02-06,1,8,3,300.64,901.92,Cash
1753,2025-07-29,5,4,2,220.23,440.46,NFC
1754,2025-12-22,2,9,3,243.4,730.2,NFC
1755,2025-01-04,2,5,5,1320.8,6604.0,Cash
1756,2025-03-12,1,10,2,647.31,1294.62,Card
1757,2025-06-03,4,7,2,1795.35,3590.7,NFC
1758,2025-11-22,4,10,3,798.88,2396.64,Card
1759,2025-04-19,4,4,2,269.01,538.02,Card
1760,2025-02-19,5,4,1,258.03,258.03,NFC
1761,2025-12-20,1,3,3,877.53,2632.59,Card
1762,2025-10-25,4,1,5,1600.93,8004.65,NFC
1763,2025-11-19,4,9,5,211.44,1057.2,Cash
1764,2025-04-19,1,5,4,1166.4,4665.6,Cash
1765,2025-01-03,1,8,2,277.32,554.64,Card
1766,2025-05-28,4,5,2,1143.24,2286.48,Cash
1767,2025-03-25,5,1,3,1828.44,5485.32,NFC
1768,2025-08-17,5,8,5,347.57,1737.85,NFC
1769,2025-08-28,3,3,2,904.89,1809.78,Cash
1770,2025-08-22,5,1,5,1743.04,8715.2,Card
1771,2025-07-21,2,9,3,217.12,651.36,Card
1772,2025-05-24,1,6,1,2247.87,2247.87,Card
1773,2025-03-22,5,10,4,723.13,2892.52,NFC
1774,2025-07-19,1,5,1,1292.91,1292.91,NFC
1775,2025-03-29,5,3,3,920.11,2760.33,Cash
1776,2025-09-09,1,6,5,2299.42,11497.1,NFC
1777,2025-08-05,2,6,5,1839.93,9199.65,NFC
1778,2025-05-02,4,8,1,294.6,294.6,Card
1779,2025-08-04,1,10,2,796.45,1592.9,NFC
1780,2025-02-01,5,8,2,353.38,706.76,Card
1781,2025-02-13,1,4,3,267.14,801.42,NFC
1782,2025-05-04,1,9,5,202.41,1012.05,Cash
1783,2025-04-09,2,1,3,1535.71,4607.13,Cash
1784,2025-02-05,5,7,5,1816.66,9083.3,NFC
1785,2025-04-11,5,5,2,1224.72,2449.44,NFC
1786,2025-06-11,4,10,3,783.99,2351.97,Card
1787,2025-11-05,3,6,4,1828.83,7315.32,Card
1788,2025-03-20,3,7,3,1652.76,4958.28,Cash
1789,2025-10-01,3,9,3,207.19,621.57,NFC
1790,2025-03-26,2,6,4,2188.92,8755.68,NFC
1791,2025-11-02,2,10,4,647.65,2590.6,Card
1792,2025-10-23,5,7,3,2026.15,6078.45,NFC
1793,2025-06-21,4,3,1,948.78,948.78,Card
1794,2025-07-09,5,2,3,1117.54,3352.62,Card
1795,2025-11-19,4,2,3,1107.43,3322.29,NFC
1796,2025-07-12,4,3,2,967.04,1934.08,NFC
1797,2025-06-19,4,6,5,1840.03,9200.15,NFC
